date,project_id,expected_inflow,actual_inflow,expected_outflow,actual_outflow,opening_cash,closing_cash,net_cash_flow,net_cash_flow_lag1,rolling_net_7,rolling_outflow_30
2023-10-04,PJT_A,226718.06,491512.3,306866.56,407788.55,0.07,83723.82,83723.75,-0.82,1234.105714285711,303722.42411764705
2023-10-10,PJT_A,664185.53,16744.76,0.0,0.0,83723.82,100468.58,16744.76,83723.75,11435.73571428571,286848.9561111111
2023-10-17,PJT_A,747811.02,13758.0,0.0,0.0,100468.58,114226.58,13758.0,16744.76,16064.098571428567,271751.64263157896
2023-10-25,PJT_A,265928.52,22845.32,247608.47,107097.55,114226.58,29974.35,-84252.23,13758.0,4259.76714285714,263518.93799999997
2023-11-13,PJT_A,0.0,231586.24,599869.21,259226.63,29974.35,2333.96,-27640.39,-84252.23,331.6414285714262,263314.5423809524
2023-11-26,PJT_A,0.0,671983.54,181788.89,444967.32,2333.96,229350.18,227016.22,-27640.39,32764.184285714284,271571.4868181818
2023-12-03,PJT_A,0.0,45870.04,0.0,0.0,229350.18,275220.22,45870.04,227016.22,39317.16428571428,259764.0308695652
2023-12-08,PJT_A,322488.68,247169.25,0.0,59258.94,275220.22,463130.53,187910.31,45870.04,54200.958571428564,251409.65208333335
2023-12-15,PJT_A,0.0,92626.11,604110.09,421325.71,463130.53,134430.93,-328699.6,187910.31,4851.764285714283,258206.2944
2023-12-21,PJT_A,565274.1,0.0,628876.86,125531.67,134430.93,8899.26,-125531.67,-328699.6,-15046.76,253103.42423076925
2023-12-24,PJT_A,688068.69,0.0,0.0,8176.3,8899.26,722.96,-8176.3,-125531.67,-4178.770000000001,244032.04925925925
2023-12-26,PJT_A,0.0,0.0,636640.81,674.33,722.96,48.63,-674.33,-8176.3,-326.475714285716,235340.70214285716
2024-01-05,PJT_A,276548.57,0.0,539307.51,43.8,48.63,4.83,-43.8,-674.33,-32763.62142857143,227227.01586206898
2024-01-07,PJT_A,736366.27,0.0,529910.31,4.49,4.83,0.34,-4.49,-43.8,-39317.125714285714,219652.93166666667
2024-01-08,PJT_A,419358.78,0.0,204011.12,0.31,0.34,0.03,-0.31,-4.49,-66161.5,192528.08866666668
2024-01-09,PJT_A,0.0,0.0,463976.63,0.03,0.03,0.0,-0.03,-0.31,-19204.418571428578,155790.38433333335
2024-01-20,PJT_A,0.0,0.0,174202.18,0.0,0.0,0.0,0.0,-0.03,-1271.3228571428642,145390.81100000002
2024-02-02,PJT_A,0.0,0.0,443905.67,0.0,0.0,0.0,0.0,0.0,-103.2800000000069,118865.61333333334
2024-02-06,PJT_A,558932.83,753002.68,181856.25,438288.94,0.0,314713.74,314713.74,0.0,44952.15857142856,133399.23166666666
2024-02-09,PJT_A,0.0,846603.36,708346.08,830365.1,314713.74,330952.0,16238.26,314713.74,47278.167142857135,161072.47233333334
2024-02-11,PJT_A,0.0,66190.4,472958.25,313550.61,330952.0,83591.79,-247360.21,16238.26,11941.635714285703,171523.733
2024-02-13,PJT_A,627855.15,0.0,189169.21,78104.6,83591.79,5487.19,-78104.6,-247360.21,783.8799999999922,162144.21566666669
2024-02-18,PJT_A,494358.13,0.0,456406.32,5197.77,5487.19,289.42,-5197.77,-78104.6,41.34571428570559,152569.04766666665
2024-02-29,PJT_A,526353.77,0.0,0.0,268.57,289.42,20.85,-268.57,-5197.77,2.9785714285627187,151956.41833333336
2024-03-06,PJT_A,0.0,0.0,645999.23,19.04,20.85,1.81,-19.04,-268.57,0.25857142856271914,128839.68633333335
2024-03-12,PJT_A,405736.89,631529.95,175019.6,339167.82,1.81,292363.94,292362.13,-19.04,-3192.828571428578,139523.92900000003
2024-03-13,PJT_A,350081.84,58472.79,0.0,0.0,292363.94,350836.73,58472.79,292362.13,2840.6757142857073,127973.79966666667
2024-03-16,PJT_A,0.0,70167.35,185680.56,276815.56,350836.73,144188.52,-206648.21,58472.79,8656.675714285708,137196.20133333333
2024-03-26,PJT_A,0.0,4704.03,662234.38,129897.05,144188.52,18995.5,-125193.02,-206648.21,1929.758571428565,141525.717
2024-03-31,PJT_A,0.0,0.0,618385.51,17664.31,18995.5,1331.19,-17664.31,-125193.02,148.82428571427903,142114.5
2024-04-29,PJT_A,0.0,756705.07,414711.8,728701.81,1331.19,29334.45,28003.26,-17664.31,4187.657142857136,152811.60866666667
2024-04-30,PJT_A,0.0,0.0,656952.86,26954.05,29334.45,2380.4,-26954.05,28003.26,339.7985714285647,153710.07700000002
2024-05-03,PJT_A,188401.06,0.0,0.0,2228.89,2380.4,151.51,-2228.89,-26954.05,-41744.63285714287,153784.37333333335
2024-05-06,PJT_A,0.0,0.0,271589.46,136.88,151.51,14.63,-136.88,-2228.89,-50117.442857142865,150219.01766666668
2024-05-07,PJT_A,732467.16,2.93,0.0,0.0,14.63,17.56,2.93,-136.88,-20595.851428571437,141578.13
2024-05-09,PJT_A,0.0,3.51,638695.73,16.18,17.56,4.89,-12.67,2.93,-2712.9442857142926,126746.42533333335
2024-05-10,PJT_A,262656.07,0.0,263214.02,4.59,4.89,0.3,-4.59,-12.67,-190.12714285714972,126746.57833333334
2024-05-16,PJT_A,722605.75,0.0,453709.04,0.27,0.3,0.03,-0.27,-4.59,-4190.631428571435,124771.28933333333
2024-05-20,PJT_A,518300.36,0.0,346017.22,0.03,0.03,0.0,-0.03,-0.27,-340.0571428571494,110727.1
2024-05-21,PJT_A,274878.29,0.0,582512.47,0.0,0.0,0.0,0.0,-0.03,-21.644285714292273,106542.711
2024-05-24,PJT_A,197069.09,0.0,631448.8,0.0,0.0,0.0,0.0,0.0,-2.0900000000065613,106270.16766666668
2024-05-31,PJT_A,685768.29,0.0,120617.69,0.0,0.0,0.0,0.0,0.0,-2.5085714285779903,106247.69
2024-06-02,PJT_A,0.0,0.0,615552.46,0.0,0.0,0.0,0.0,0.0,-0.6985714285779899,106246.23
2024-06-03,PJT_A,715554.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04285714286370422,106246.08033333333
2024-06-05,PJT_A,0.0,0.0,240215.49,0.0,0.0,0.0,0.0,0.0,-0.00428571429227564,106246.07
2024-06-07,PJT_A,0.0,0.0,242220.75,0.0,0.0,0.0,0.0,0.0,0.0,106246.06899999999
2024-06-11,PJT_A,669950.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106246.06899999999
2024-06-12,PJT_A,0.0,245041.37,216495.28,182726.33,0.0,62315.04,62315.04,0.0,8902.148571428565,112336.94666666667
2024-06-21,PJT_A,0.0,549791.12,207553.24,343272.4,62315.04,268833.76,206518.72,62315.04,38404.82285714285,109169.72866666668
2024-06-30,PJT_A,381450.6,200213.97,0.0,0.0,268833.76,469047.73,200213.97,206518.72,67006.81857142856,81490.89200000002
2024-07-04,PJT_A,0.0,328135.68,299301.53,309236.9,469047.73,487946.51,18898.78,200213.97,69706.64428571428,81347.10166666667
2024-07-05,PJT_A,0.0,97589.3,478485.52,444435.77,487946.51,141100.04,-346846.47,18898.78,20157.14857142857,93558.14066666667
2024-07-06,PJT_A,623889.0,0.0,489445.21,132888.02,141100.04,8212.02,-132888.02,-346846.47,1173.1457142857128,97814.48233333333
2024-07-11,PJT_A,187943.46,384841.13,371039.87,392284.57,8212.02,768.58,-7443.44,-132888.02,109.79714285714142,110881.68233333335
2024-07-12,PJT_A,701596.99,0.0,422906.93,693.23,768.58,75.35,-693.23,-7443.44,-8891.384285714288,110904.15533333334
2024-07-18,PJT_A,547960.78,0.0,595773.66,71.47,75.35,3.88,-71.47,-693.23,-38404.26857142857,99600.94366666669
2024-07-24,PJT_A,0.0,0.0,585600.12,3.6,3.88,0.28,-3.6,-71.47,-67006.77857142857,99601.06366666667
2024-07-25,PJT_A,0.0,0.0,161479.67,0.26,0.28,0.02,-0.26,-3.6,-69706.64142857143,90373.88700000002
2024-07-26,PJT_A,0.0,0.0,177156.9,0.02,0.02,0.0,-0.02,-0.26,-20157.148571428574,86043.98600000002
2024-07-27,PJT_A,536584.09,0.0,260804.42,0.0,0.0,0.0,0.0,-0.02,-1173.1457142857157,85455.17566666668
2024-07-30,PJT_A,0.0,0.0,335550.45,0.0,0.0,0.0,0.0,0.0,-109.7971428571443,61165.11533333335
2024-08-05,PJT_A,0.0,404446.19,258678.55,325609.59,0.0,78836.6,78836.6,0.0,11251.607142857143,71120.30000000002
2024-08-06,PJT_A,226117.73,195196.97,0.0,49633.08,78836.6,224400.49,145563.89,78836.6,32056.658571428572,72700.43966666669
2024-08-08,PJT_A,500636.79,443861.72,260736.78,293918.33,224400.49,374343.88,149943.39,145563.89,53477.65714285715,82493.15466666668
2024-08-17,PJT_A,171210.23,59173.29,0.0,0.0,374343.88,433517.17,59173.29,149943.39,61931.02142857143,82493.15466666668
2024-08-18,PJT_A,0.0,24227.38,0.0,0.0,433517.17,457744.55,24227.38,59173.29,65392.07857142857,82492.61533333334
2024-08-23,PJT_A,0.0,493296.01,0.0,185765.43,457744.55,765275.13,307530.58,24227.38,109325.01857142858,88684.64333333334
2024-08-25,PJT_A,344758.78,153055.03,675404.9,542797.06,765275.13,375533.1,-389742.03,307530.58,53647.58571428571,106777.86966666668
2024-08-28,PJT_A,575407.78,63503.27,498125.25,349702.58,375533.1,89333.79,-286199.31,-389742.03,1499.5985714285719,118434.62133333336
2024-08-29,PJT_A,0.0,0.0,386651.67,82417.12,89333.79,6916.67,-82417.12,-286199.31,-31069.117142857143,121181.8586666667
2024-09-02,PJT_A,0.0,0.0,445418.2,6348.61,6916.67,568.06,-6348.61,-82417.12,-53396.54571428571,121393.47900000002
2024-09-04,PJT_A,0.0,0.0,549294.54,528.46,568.06,39.6,-528.46,-6348.61,-61925.36714285715,121411.09433333336
2024-09-11,PJT_A,770982.42,0.0,219798.96,35.84,39.6,3.76,-35.84,-528.46,-65391.54142857143,121412.28900000002
2024-09-14,PJT_A,0.0,173590.96,706035.14,173594.36,3.76,0.36,-3.4,-35.84,-109324.96714285715,127198.7676666667
2024-09-17,PJT_A,0.0,0.0,297166.97,0.33,0.36,0.03,-0.33,-3.4,-53647.58142857143,127198.77866666668
2024-09-18,PJT_A,682079.13,0.0,121550.41,0.03,0.03,0.0,-0.03,-0.33,-12761.97,127198.77966666668
2024-09-22,PJT_A,0.0,0.0,336463.51,0.0,0.0,0.0,0.0,-0.03,-988.0957142857143,127198.77966666668
2024-10-04,PJT_A,628453.16,0.0,261141.35,0.0,0.0,0.0,0.0,0.0,-81.15142857142858,121107.90200000002
2024-10-05,PJT_A,307357.55,541172.6,387474.55,509264.23,0.0,31908.37,31908.37,0.0,4552.681428571429,126640.963
2024-10-06,PJT_A,0.0,1201370.99,619117.87,790468.86,31908.37,442810.5,410902.13,31908.37,63258.10571428571,152989.925
2024-10-08,PJT_A,0.0,88562.1,258497.51,385455.35,442810.5,145917.25,-296893.25,410902.13,20845.27,155530.54
2024-10-12,PJT_A,0.0,27796.03,320141.73,135973.4,145917.25,37739.88,-108177.37,-296893.25,5391.407142857143,145248.461
2024-10-13,PJT_A,0.0,0.0,365686.71,34654.72,37739.88,3085.16,-34654.72,-108177.37,440.7371428571423,141974.01766666668
2024-10-14,PJT_A,404816.82,0.0,175757.49,2779.54,3085.16,305.62,-2779.54,-34654.72,43.65999999999914,128990.51666666666
2024-10-15,PJT_A,0.0,0.0,157865.42,281.04,305.62,24.58,-281.04,-2779.54,3.5114285714277247,128976.777
2024-10-16,PJT_A,312995.41,0.0,615171.66,22.88,24.58,1.7,-22.88,-281.04,-4558.095714285715,128975.15733333334
2024-10-22,PJT_A,0.0,0.0,459945.22,1.6,1.7,0.1,-1.6,-22.88,-63258.62857142857,128975.09066666667
2024-10-30,PJT_A,0.0,0.0,439488.72,0.09,0.1,0.01,-0.09,-1.6,-20845.32,128975.085
2024-11-01,PJT_A,174652.05,0.0,0.0,0.01,0.01,0.0,-0.01,-0.09,-5391.411428571427,128975.08466666666
2024-11-04,PJT_A,0.0,0.0,407612.66,0.0,0.0,0.0,0.0,-0.01,-440.7371428571415,128975.08466666666
2024-11-05,PJT_A,769790.42,0.0,259530.82,0.0,0.0,0.0,0.0,0.0,-43.659999999998696,128975.08466666666
2024-11-07,PJT_A,0.0,297822.58,351876.5,259870.57,0.0,37952.01,37952.01,0.0,5418.204285714287,126783.78400000001
2024-11-08,PJT_A,0.0,621538.24,499913.78,479903.36,37952.01,179586.89,141634.88,37952.01,25655.027142857143,141126.12666666665
2024-11-09,PJT_A,0.0,35917.38,0.0,0.0,179586.89,215504.27,35917.38,141634.88,30786.31,131328.84900000002
2024-11-11,PJT_A,0.0,43100.85,435302.77,200367.27,215504.27,58237.85,-157266.42,35917.38,8319.691428571428,138007.758
2024-11-12,PJT_A,245634.39,0.0,594202.64,52519.41,58237.85,5718.44,-52519.41,-157266.42,816.9199999999993,139758.405
2024-11-17,PJT_A,693954.15,0.0,145579.93,5255.55,5718.44,462.89,-5255.55,-52519.41,66.12714285714186,133741.409
2024-11-28,PJT_A,255512.18,0.0,638796.24,428.19,462.89,34.7,-428.19,-5255.55,4.957142857141873,115662.44666666667
2024-11-30,PJT_A,0.0,0.0,763106.65,31.9,34.7,2.8,-31.9,-428.19,-5421.315714285716,104006.75733333334
2024-12-05,PJT_A,755404.09,0.0,429082.13,2.65,2.8,0.15,-2.65,-31.9,-25655.248571428576,101259.60833333334
2024-12-13,PJT_A,792496.17,797164.88,0.0,321057.49,0.15,476107.54,476107.39,-2.65,37229.03857142857,111749.90433333334
2024-12-14,PJT_A,0.0,95221.51,0.0,0.0,476107.54,571329.05,95221.51,476107.39,73298.74285714286,111732.28900000002
2024-12-28,PJT_A,0.0,114265.81,471674.01,492194.02,571329.05,193400.84,-377928.21,95221.51,26811.771428571425,128137.56166666668
2024-12-29,PJT_A,0.0,0.0,300572.9,174292.93,193400.84,19107.91,-174292.93,-377928.21,2663.574285714284,128160.84733333332
2022-04-29,PJT_B,300352.42,0.0,0.0,2151.59,778865.98,776714.39,-2151.59,,-2151.59,2151.59
2022-05-21,PJT_B,0.0,80603.26,338381.42,206337.3,776714.39,650980.35,-125734.04,-2151.59,-63942.814999999995,104244.44499999999
2022-05-23,PJT_B,197237.71,130196.07,195754.87,606010.24,650980.35,175166.18,-475814.17,-125734.04,-201233.26666666663,271499.71
2022-06-11,PJT_B,0.0,0.0,239143.21,159055.61,175166.18,16110.57,-159055.61,-475814.17,-190688.85249999998,243388.685
2022-06-17,PJT_B,110185.57,0.0,145944.47,14942.68,16110.57,1167.89,-14942.68,-159055.61,-155539.618,197699.484
2022-08-04,PJT_B,141762.2,0.0,339330.43,1061.35,1167.89,106.54,-1061.35,-14942.68,-129793.23999999999,164926.46166666667
2022-08-15,PJT_B,232519.8,101227.42,270529.9,101323.36,106.54,10.6,-95.94,-1061.35,-111265.05428571429,155840.30428571426
2022-08-24,PJT_B,332880.93,0.0,364084.71,9.79,10.6,0.81,-9.79,-95.94,-110959.08285714286,136361.49
2022-09-12,PJT_B,356557.04,0.0,276074.3,0.76,0.81,0.05,-0.76,-9.79,-92997.1857142857,121210.29777777777
2022-09-21,PJT_B,155218.86,0.0,191196.15,0.05,0.05,0.0,-0.05,-0.76,-25023.739999999998,109089.273
2022-10-06,PJT_B,208458.47,374154.72,201139.62,279944.94,0.0,94209.78,94209.78,-0.05,11157.029999999999,124621.60636363635
2022-10-12,PJT_B,0.0,18841.96,340156.74,88190.61,94209.78,24861.13,-69348.65,94209.78,3384.74857142857,121585.69
2022-10-18,PJT_B,190426.01,3500.31,340911.45,22462.74,24861.13,5898.7,-18962.43,-69348.65,827.451428571428,113960.8476923077
2022-11-07,PJT_B,0.0,0.0,0.0,5516.25,5898.7,382.45,-5516.25,-18962.43,53.12142857142823,106214.80500000001
2022-11-09,PJT_B,0.0,159687.45,346601.2,160038.06,382.45,31.84,-350.61,-5516.25,4.432857142856798,109803.02200000001
2022-11-11,PJT_B,266783.55,0.0,106744.47,29.59,31.84,2.25,-29.59,-350.61,0.3142857142853665,102942.1825
2022-11-17,PJT_B,0.0,0.0,324140.59,2.07,2.25,0.18,-2.07,-29.59,0.025714285713937763,96886.88176470587
2022-11-24,PJT_B,99515.17,0.0,349692.41,0.17,0.18,0.01,-0.17,-2.07,-13458.538571428571,91504.28666666667
2022-11-25,PJT_B,189688.03,0.0,233898.33,0.01,0.01,0.0,-0.01,-0.17,-3551.5900000000015,86688.27210526315
2022-11-28,PJT_B,246789.67,187832.14,224179.64,187832.14,0.0,0.0,0.0,-0.01,-842.6714285714303,91745.4655
2022-11-29,PJT_B,0.0,0.0,225930.41,0.0,0.0,0.0,0.0,0.0,-54.635714285715906,87376.63380952382
2022-12-02,PJT_B,0.0,0.0,328142.86,0.0,0.0,0.0,0.0,0.0,-4.548571428573048,83404.96863636364
2022-12-14,PJT_B,0.0,0.0,105773.55,0.0,0.0,0.0,0.0,0.0,-0.32142857143019105,79778.66565217392
2022-12-20,PJT_B,219584.52,0.0,181063.12,0.0,0.0,0.0,0.0,0.0,-0.02571428571590531,76454.55458333333
2023-01-25,PJT_B,205650.56,890395.99,209434.06,485167.6,0.0,405228.39,405228.39,0.0,57889.76857142857,92803.0764
2023-01-26,PJT_B,202323.48,341929.01,57991.74,181413.9,405228.39,565743.5,160515.11,405228.39,80820.5,96211.185
2023-01-27,PJT_B,82481.38,113148.7,155569.09,219411.8,565743.5,459480.4,-106263.1,160515.11,65640.05714285714,100774.17074074074
2023-02-03,PJT_B,0.0,82481.38,208286.2,309116.99,459480.4,232844.79,-226635.61,-106263.1,33263.54142857143,108214.98571428572
2023-02-10,PJT_B,253581.44,0.0,269127.66,187466.62,232844.79,45378.17,-187466.62,-226635.61,6482.595714285716,110947.80068965517
2023-03-01,PJT_B,67389.61,0.0,0.0,42401.59,45378.17,2976.58,-42401.59,-187466.62,425.2257142857156,108662.927
2023-03-12,PJT_B,0.0,0.0,229454.51,2823.2,2976.58,153.38,-2823.2,-42401.59,21.911428571429628,108685.314
2023-03-29,PJT_B,0.0,0.0,45521.45,139.63,153.38,13.75,-139.63,-2823.2,-57887.805714285714,101812.05833333333
2023-03-30,PJT_B,284901.85,140120.98,108075.25,135186.86,13.75,4947.87,4934.12,-139.63,-80113.66142857143,86117.94566666667
2023-04-02,PJT_B,0.0,989.57,67711.77,4557.72,4947.87,1379.72,-3568.15,4934.12,-65442.95428571429,80968.01599999999
2023-04-08,PJT_B,174782.37,0.0,92500.31,1252.64,1379.72,127.08,-1252.64,-3568.15,-33245.387142857144,80511.68133333333
2023-04-10,PJT_B,65286.46,0.0,234501.92,119.76,127.08,7.32,-119.76,-1252.64,-6481.550000000001,80480.295
2023-04-20,PJT_B,0.0,1.46,206953.08,6.8,7.32,1.98,-5.34,-119.76,-424.9428571428589,77103.07633333333
2023-04-21,PJT_B,0.0,0.0,149213.86,1.83,1.98,0.15,-1.83,-5.34,-21.89000000000175,77102.811
2023-04-23,PJT_B,280030.01,0.0,243448.24,0.14,0.15,0.01,-0.14,-1.83,-1.962857142858892,77102.79033333334
2023-05-08,PJT_B,105369.49,0.0,205883.71,0.01,0.01,0.0,-0.01,-0.14,-706.8385714285732,77102.789
2023-05-09,PJT_B,285707.64,0.0,239973.3,0.0,0.0,0.0,0.0,-0.01,-197.1028571428589,67771.291
2023-05-11,PJT_B,0.0,0.0,54515.64,0.0,0.0,0.0,0.0,0.0,-18.15428571428746,64831.604
2023-05-15,PJT_B,0.0,47015.9,0.0,19437.85,0.0,27578.05,27578.05,0.0,3938.6757142857127,64730.774333333335
2023-05-20,PJT_B,0.0,5515.61,157178.43,25324.45,27578.05,7769.21,-19808.84,27578.05,1109.604285714284,65391.047666666665
2023-05-23,PJT_B,0.0,1412.7,45648.28,7337.64,7769.21,1844.27,-5924.94,-19808.84,263.4457142857127,60301.03366666666
2023-05-27,PJT_B,0.0,0.0,240696.71,1713.71,1844.27,130.56,-1713.71,-5924.94,18.649999999998403,60357.171
2023-05-30,PJT_B,154736.24,0.0,0.0,119.11,130.56,11.45,-119.11,-1713.71,1.6357142857126945,60361.07233333333
2023-06-08,PJT_B,223726.53,2.29,175314.43,10.32,11.45,3.42,-8.03,-119.11,0.4885714285698385,60361.41066666667
2023-06-17,PJT_B,225130.67,0.0,0.0,3.16,3.42,0.26,-3.16,-8.03,0.03714285714126696,60361.515666666666
2023-06-28,PJT_B,0.0,0.0,208092.71,0.25,0.26,0.01,-0.25,-3.16,-3939.7200000000016,54100.452666666664
2023-07-10,PJT_B,91564.38,301390.74,142989.22,181619.17,0.01,119771.58,119771.57,-0.25,16000.33857142857,60154.425
2023-07-12,PJT_B,0.0,23954.32,172820.82,112445.97,119771.58,31279.93,-88491.65,119771.57,4205.094285714286,63902.623999999996
2023-07-15,PJT_B,259143.15,238595.19,255910.15,261211.46,31279.93,8663.66,-22616.27,-88491.65,1219.014285714286,72609.67266666665
2023-07-24,PJT_B,0.0,0.0,164415.9,7978.27,8663.66,685.39,-7978.27,-22616.27,96.27714285714293,72875.61499999999
2023-08-05,PJT_B,234150.53,0.0,0.0,624.5,685.39,60.89,-624.5,-7978.27,8.209999999999988,56724.17833333334
2023-08-12,PJT_B,295596.8,0.0,0.0,56.89,60.89,4.0,-56.89,-624.5,0.5342857142857034,50678.94466666666
2023-08-27,PJT_B,233995.48,259950.58,138519.49,209970.66,4.0,49983.92,49979.92,-56.89,7140.558571428571,50364.240000000005
2023-09-12,PJT_B,0.0,9996.78,168043.42,45112.81,49983.92,14867.89,-35116.03,49979.92,-14986.24142857143,41564.10066666666
2023-09-20,PJT_B,275441.92,2146.31,193300.6,13482.23,14867.89,3531.97,-11335.92,-35116.03,-3963.9942857142864,35764.621
2023-09-28,PJT_B,0.0,329270.2,0.0,136621.69,3531.97,196180.48,192648.51,-11335.92,26788.117142857143,38905.291
2023-10-24,PJT_B,259053.99,224207.12,0.0,11436.02,196180.48,408951.58,212771.1,192648.51,58323.741428571426,39192.385
2023-10-31,PJT_B,115689.56,81790.32,0.0,0.0,408951.58,490741.9,81790.32,212771.1,70097.28714285714,39187.73066666666
2023-11-03,PJT_B,0.0,98148.38,129821.75,451407.36,490741.9,137482.92,-353258.98,81790.32,19639.84571428572,49728.414000000004
2023-11-16,PJT_B,253986.11,0.0,246294.63,129385.95,137482.92,8096.97,-129385.95,-353258.98,-5983.849999999993,53889.355
2023-11-27,PJT_B,212506.47,0.0,52339.04,7484.55,8096.97,612.42,-7484.55,-129385.95,-2036.4957142857077,54097.085333333336
2023-12-02,PJT_B,0.0,0.0,174114.28,562.75,612.42,49.67,-562.75,-7484.55,-497.4714285714221,54111.85166666667
2023-12-13,PJT_B,0.0,0.0,233958.64,45.01,49.67,4.66,-45.01,-562.75,-28025.11714285714,54113.12533333334
2023-12-26,PJT_B,0.0,0.0,118426.15,4.39,4.66,0.27,-4.39,-45.01,-58421.61571428571,54113.210666666666
2024-01-01,PJT_B,0.0,0.0,91003.7,0.24,0.27,0.03,-0.24,-4.39,-70105.98142857142,54113.214
2024-01-13,PJT_B,0.0,358709.38,149241.07,229811.34,0.03,128898.07,128898.04,-0.24,-1226.4071428571438,61773.59166666667
2024-01-14,PJT_B,0.0,203300.47,143433.43,166584.14,128898.07,165614.4,36716.33,128898.04,22502.489999999998,67326.39633333332
2024-01-30,PJT_B,242176.55,33122.88,246609.18,152028.76,165614.4,46708.52,-118905.88,36716.33,6585.15714285714,72394.02166666667
2024-04-21,PJT_B,299890.54,0.0,167055.98,44080.33,46708.52,2628.19,-44080.33,-118905.88,368.3599999999985,73215.43766666666
2024-10-04,PJT_B,124564.72,295020.72,0.0,136993.09,2628.19,160655.82,158027.63,-44080.33,22950.165714285715,76937.72566666667
2022-02-25,PJT_C,0.0,0.0,158944.47,95923.65,472265.08,376341.43,-95923.65,,-95923.65,95923.65
2022-04-02,PJT_C,0.0,0.0,147023.68,184339.32,376341.43,192002.11,-184339.32,-95923.65,-140131.485,140131.485
2022-04-12,PJT_C,169758.56,6599.33,187335.47,150362.69,192002.11,48238.75,-143763.36,-184339.32,-141342.11,143541.8866666667
2022-04-28,PJT_C,132783.5,0.0,208479.2,45334.01,48238.75,2904.74,-45334.01,-143763.36,-117340.08499999999,118989.9175
2022-05-27,PJT_C,51579.79,0.0,0.0,2659.49,2904.74,245.25,-2659.49,-45334.01,-94403.966,95723.83200000001
2022-06-03,PJT_C,0.0,0.0,112061.96,222.92,245.25,22.33,-222.92,-2659.49,-78707.125,79807.01333333334
2022-06-07,PJT_C,0.0,0.0,57896.94,20.26,22.33,2.07,-20.26,-222.92,-67466.14428571428,68408.90571428572
2022-06-09,PJT_C,223666.33,0.0,0.0,1.95,2.07,0.12,-1.95,-20.26,-53763.04428571428,59858.03625
2022-06-15,PJT_C,64302.52,0.0,109444.05,0.11,0.12,0.01,-0.11,-1.95,-27428.871428571427,53207.15555555556
2022-06-19,PJT_C,141704.92,0.0,43756.37,0.01,0.01,0.0,-0.01,-0.11,-6891.25,47886.441000000006
2022-06-27,PJT_C,0.0,142055.75,0.0,57150.79,0.0,84904.96,84904.96,-0.01,11714.317142857142,48728.65454545454
2022-07-02,PJT_C,182757.64,16980.99,82944.79,78460.64,84904.96,23425.31,-61479.65,84904.96,3311.437142857146,51206.32
2022-07-27,PJT_C,179379.94,3262.57,74860.11,21365.39,23425.31,5322.49,-18102.82,-61479.65,757.1657142857164,48910.86384615384
2022-08-06,PJT_C,97513.72,45608.27,122387.74,50610.81,5322.49,319.95,-5002.54,-18102.82,45.41142857143067,49032.28857142857
